########################################################
### DO NOT EDIT THIS FILE:  GENERATED AUTOMATICALLY ####
### To modify data, edit  setrun.py                 ####
###    and then "make .data"                        ####
########################################################

1148                 =: ngauges             
21401   1.5258300000e+02   4.2617000000e+01   0.000000e+00   1.000000e+09
21413   1.5211670000e+02   3.0515300000e+01   0.000000e+00   1.000000e+09
21418   1.4869400000e+02   3.8711000000e+01   0.000000e+00   1.000000e+09
21419   1.5573600000e+02   4.4455000000e+01   0.000000e+00   1.000000e+09
 205   1.4106611111e+02   3.8250000000e+01   0.000000e+00   1.000000e+09
 801   1.4168361111e+02   3.8232500000e+01   0.000000e+00   1.000000e+09
 802   1.4209694444e+02   3.9258611111e+01   0.000000e+00   1.000000e+09
 803   1.4189444444e+02   3.8857777778e+01   0.000000e+00   1.000000e+09
 804   1.4218666667e+02   3.9627222222e+01   0.000000e+00   1.000000e+09
 806   1.4118555556e+02   3.6971388889e+01   0.000000e+00   1.000000e+09
10001   1.4195158900e+02   3.9277012000e+01   0.000000e+00   1.000000e+09
10002   1.4174110000e+02   3.9013800000e+01   0.000000e+00   1.000000e+09
10003   1.4150308500e+02   3.8290656000e+01   0.000000e+00   1.000000e+09
10004   1.4100296500e+02   3.7813980000e+01   0.000000e+00   1.000000e+09
10005   1.4090345400e+02   3.6927333000e+01   0.000000e+00   1.000000e+09
5001   1.4100901000e+02   3.6835740000e+01   0.000000e+00   1.000000e+09
5002   1.4104759000e+02   3.6902210000e+01   0.000000e+00   1.000000e+09
5003   1.4108169000e+02   3.6969300000e+01   0.000000e+00   1.000000e+09
5004   1.4111501000e+02   3.7038130000e+01   0.000000e+00   1.000000e+09
5005   1.4114246000e+02   3.7098230000e+01   0.000000e+00   1.000000e+09
5006   1.4116635000e+02   3.7170330000e+01   0.000000e+00   1.000000e+09
5007   1.4119203000e+02   3.7242500000e+01   0.000000e+00   1.000000e+09
5008   1.4121265000e+02   3.7304700000e+01   0.000000e+00   1.000000e+09
5009   1.4123788000e+02   3.7370270000e+01   0.000000e+00   1.000000e+09
5010   1.4126015000e+02   3.7440270000e+01   0.000000e+00   1.000000e+09
5011   1.4128200000e+02   3.7517410000e+01   0.000000e+00   1.000000e+09
5012   1.4130559000e+02   3.7594130000e+01   0.000000e+00   1.000000e+09
5013   1.4133559000e+02   3.7661700000e+01   0.000000e+00   1.000000e+09
5014   1.4135510000e+02   3.7741410000e+01   0.000000e+00   1.000000e+09
5015   1.4137833000e+02   3.7819680000e+01   0.000000e+00   1.000000e+09
5016   1.4139204000e+02   3.7888260000e+01   0.000000e+00   1.000000e+09
5017   1.4140563000e+02   3.7962320000e+01   0.000000e+00   1.000000e+09
5018   1.4141161000e+02   3.8039900000e+01   0.000000e+00   1.000000e+09
5019   1.4145469000e+02   3.8104290000e+01   0.000000e+00   1.000000e+09
5020   1.4150453000e+02   3.8171580000e+01   0.000000e+00   1.000000e+09
5021   1.4155591000e+02   3.8237720000e+01   0.000000e+00   1.000000e+09
5022   1.4159035000e+02   3.8496850000e+01   0.000000e+00   1.000000e+09
5023   1.4159709000e+02   3.8375780000e+01   0.000000e+00   1.000000e+09
5024   1.4160142000e+02   3.8309000000e+01   0.000000e+00   1.000000e+09
5025   1.4160406000e+02   3.8241750000e+01   0.000000e+00   1.000000e+09
5026   1.4161091000e+02   3.8423280000e+01   0.000000e+00   1.000000e+09
5027   1.4100420000e+02   3.6822850000e+01   0.000000e+00   1.000000e+09
5028   1.4091519000e+02   3.6840470000e+01   0.000000e+00   1.000000e+09
5029   1.4094195000e+02   3.6869600000e+01   0.000000e+00   1.000000e+09
5030   1.4097266000e+02   3.6897550000e+01   0.000000e+00   1.000000e+09
5031   1.4099528000e+02   3.6929090000e+01   0.000000e+00   1.000000e+09
5032   1.4100835000e+02   3.6969370000e+01   0.000000e+00   1.000000e+09
5033   1.4102598000e+02   3.7001150000e+01   0.000000e+00   1.000000e+09
5034   1.4103956000e+02   3.7040190000e+01   0.000000e+00   1.000000e+09
5035   1.4105125000e+02   3.7077430000e+01   0.000000e+00   1.000000e+09
5036   1.4106822000e+02   3.7115020000e+01   0.000000e+00   1.000000e+09
5037   1.4108284000e+02   3.7154400000e+01   0.000000e+00   1.000000e+09
